
mpch= 20.17
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|0-x| fr  |  time |hop| d0  | d1  |   fi   |  teta  |   dist  |  at  |  dev |   p   |  df  |  l   |   fot  |   tot  |  rot | lsp  |   pf  |    s  |                |
|  0| 7.50|41700.0|  1|11.60|11.56|  35.732|  49.901|  847.484|-159.6|   0.0|  878.4|-0.002|  13.0|  37.390|  46.228| 97.36|  56.9|  873.5|  876.0|E               |
|   |     |       |  2|11.56|11.96|  33.000|  57.000| 1673.5|-159.6|  -0.0| 1734.8|-0.008|  30.4|  34.270|  53.527| 95.53|  50.2| 1725.5| 1730.2|EE              |
|  0| 7.50|41700.0|  1|29.27|29.49|  35.902|  49.425|  792.737|-159.4|  -0.1|  937.5|-0.038|   9.6|  37.463|  46.007|178.13|  59.8|  839.0|  886.6|F2              |
|   |     |       |  2|29.49|29.44|  33.000|  57.000| 1673.5|-159.6|  -0.3| 1981.9|-0.069|  23.8|  34.397|  53.122|186.91|  60.7| 1755.2| 1864.7|F2F2            |
mpch= 12.10
|  1| 7.50|41700.0|  1|11.40|11.33|  35.737|  49.888|  846.016|-159.6|  -0.0|  876.4|-0.002|  16.2|  37.394|  46.220| 96.27|  57.0|  871.7|  873.9|E               |
|   |     |       |  2|11.33|11.72|  33.000|  57.000| 1673.5|-159.6|  -0.0| 1733.7|-0.007|  38.0|  34.270|  53.527| 94.56|  49.7| 1724.7| 1728.9|EE              |
|  1| 7.50|41700.0|  1|30.10|30.60|  35.953|  49.296|  777.800|-159.4|  -0.3|  940.2|-0.046|  13.3|  37.486|  45.959|174.15|  60.0|  817.4|  871.2|F2              |
|   |     |       |  2|30.60|30.78|  33.000|  57.000| 1673.5|-159.6|  -0.5| 2031.6|-0.089|  32.7|  34.409|  53.083|182.81|  58.7| 1734.9| 1864.3|F2F2            |
mpch=  9.25
|  0| 7.50|41700.0|  1|40.94|40.76|  36.886|  47.141|  525.986|-159.0|  -0.3|  714.3|-0.030|   6.4|  38.015|  44.845|191.28|  56.1|  618.8|  663.4|F2              |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|   |     |       |  2|40.76|40.17|  34.845|  51.888| 1081.3|-159.3|  -0.6| 1464.3|-0.050|  14.3|  35.843|  49.437|195.29|  59.0| 1264.8| 1358.2|F2F2            |
|   |     |       |  3|40.17|39.37|  33.000|  57.000| 1673.5|-159.6|  -0.9| 2256.6|-0.062|  24.8|  33.910|  54.352|201.47|  64.3| 1942.5| 2090.0|F2F2F2          |
mpch=  9.85
|  1| 7.50|41700.0|  1|39.69|39.68|  36.897|  47.128|  524.400|-159.0|  -0.3|  715.6|-0.034|  10.0|  37.991|  44.911|185.07|  56.2|  608.6|  653.8|F2              |
|   |     |       |  2|39.68|39.28|  34.857|  51.868| 1078.8|-159.3|  -0.6| 1471.2|-0.061|  22.0|  35.825|  49.504|189.37|  59.3| 1244.0| 1340.1|F2F2            |
|   |     |       |  3|39.28|38.68|  33.000|  57.000| 1673.5|-159.6|  -0.9| 2278.0|-0.080|  38.1|  33.884|  54.443|195.95|  64.3| 1912.7| 2067.3|F2F2F2          |
mpch= 19.29
|  0|15.50|45600.0|  1|12.53|12.39|  33.000|  57.000| 1673.479|-159.6|  -0.1| 1769.9|-0.033|   3.7|  35.787|  49.730|192.31|  62.6| 1721.2| 1745.5|F2              |
mpch= 19.90
|  1|15.50|45600.0|  1|12.39|12.36|  33.000|  57.000| 1673.479|-159.6|  -0.1| 1770.5|-0.038|   4.3|  35.783|  49.740|189.64|  62.7| 1719.4| 1744.0|F2              |
mpch= 13.90
mpch= 14.51
mpch= 10.69
mpch= 11.30
mpch= 19.29
|  0|10.50|45600.0|  1| 3.06| 3.13|  33.000|  57.000| 1673.479|-159.6|  -0.0| 1698.4|-0.004|   9.2|  35.746|  49.867| 97.24|  59.1| 1695.0| 1696.7|E               |
|  0|10.50|45600.0|  1| 9.12|11.18|  33.000|  57.000| 1673.479|-159.6|  -0.1| 1739.0|-0.062|  18.9|  35.479|  50.473|108.04|  94.0| 1689.0| 1714.1|E               |
|  0|10.50|45600.0|  1|12.97|14.54|  33.000|  57.000| 1673.480|-159.6|  -0.2| 1776.9|-0.080|   8.6|  35.743|  49.820|168.70|  64.4| 1697.9| 1737.4|F2              |
mpch= 19.90
|  1|10.50|45600.0|  1| 2.99| 3.02|  33.000|  57.000| 1673.479|-159.6|  -0.0| 1698.1|-0.003|  10.7|  35.755|  49.846| 96.51|  59.1| 1694.8| 1696.4|E               |
|  1|10.50|45600.0|  1|12.97|15.00|  33.000|  57.000| 1673.479|-159.6|  -0.2| 1782.7|-0.096|  11.0|  35.684|  49.954|162.35|  64.3| 1693.3| 1735.4|F2              |
mpch= 13.90
|  0|10.50|45600.0|  1|28.51|28.65|  35.798|  49.662|  820.518|-159.4|  -0.2|  965.9|-0.051|   3.8|  37.385|  46.159|198.15|  57.9|  894.9|  929.3|F2              |
|   |     |       |  2|28.65|28.24|  33.000|  57.000| 1673.5|-159.6|  -0.4| 1969.3|-0.050|   8.5|  34.332|  53.293|202.27|  59.1| 1820.7| 1892.7|F2F2            |
mpch= 14.51
|  1|10.50|45600.0|  1|27.85|28.08|  35.804|  49.648|  818.879|-159.4|  -0.3|  962.7|-0.054|   4.7|  37.371|  46.193|193.27|  58.1|  889.5|  923.0|F2              |
|   |     |       |  2|28.08|27.75|  33.000|  57.000| 1673.5|-159.6|  -0.5| 1967.8|-0.060|  10.8|  34.327|  53.310|197.68|  59.4| 1812.2| 1883.4|F2F2            |
mpch= 10.69
|  0|10.50|45600.0|  1|44.11|44.30|  36.762|  47.376|  554.023|-158.9|  -0.4|  800.6|-0.082|   3.0|  37.902|  45.037|224.47|  55.7|  678.7|  733.3|F2              |
|   |     |       |  2|44.30|43.96|  34.737|  52.150| 1111.8|-159.3|  -0.8| 1605.5|-0.101|   6.3|  35.702|  49.745|225.27|  60.9| 1363.5| 1472.1|F2F2            |
|   |     |       |  3|43.96|43.44|  33.000|  57.000| 1673.5|-159.6|  -1.1| 2410.0|-0.066|   9.9|  33.842|  54.546|226.99|  64.7| 2053.0| 2213.7|F2F2F2          |
mpch= 11.30
|  1|10.50|45600.0|  1|42.23|42.44|  36.787|  47.341|  549.733|-158.9|  -0.5|  780.9|-0.075|   3.8|  37.910|  45.047|215.67|  56.0|  668.2|  715.9|F2              |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|   |     |       |  2|42.44|42.11|  34.758|  52.109| 1107.0|-159.3|  -0.8| 1571.8|-0.095|   8.1|  35.719|  49.732|216.84|  60.4| 1345.1| 1441.3|F2F2            |
|   |     |       |  3|42.11|41.56|  33.000|  57.000| 1673.5|-159.6|  -1.1| 2370.3|-0.065|  13.0|  33.843|  54.560|219.23|  64.6| 2030.7| 2175.2|F2F2F2          |
mpch= 19.29
|  0| 7.50|45600.0|  1| 2.75| 2.68|  33.000|  57.000| 1673.479|-159.6|  -0.0| 1696.4|-0.002|  12.0|  35.788|  49.769| 93.92|  58.9| 1694.1| 1695.2|E               |
mpch= 19.90
|  1| 7.50|45600.0|  1| 2.70| 2.60|  33.000|  57.000| 1673.478|-159.6|  -0.0| 1696.2|-0.002|  15.3|  35.793|  49.758| 93.29|  58.9| 1693.9| 1695.0|E               |
mpch= 13.90
|  0| 7.50|45600.0|  1|12.04|12.14|  35.726|  49.911|  848.699|-159.6|  -0.0|  881.8|-0.007|  11.9|  37.373|  46.258| 99.38|  56.3|  875.3|  878.6|E               |
|   |     |       |  2|12.14|12.34|  33.000|  57.000| 1673.5|-159.6|  -0.0| 1738.9|-0.011|  24.9|  34.269|  53.528| 97.93|  53.8| 1727.1| 1733.1|EE              |
|  0| 7.50|45600.0|  1|15.62|16.99|  35.181|  51.196|  999.052|-159.5|  -0.1| 1063.1|-0.046|  19.9|  36.972|  47.079|107.83|  78.1| 1018.6| 1040.8|E               |
|   |     |       |  2|16.99|17.27|  33.000|  57.000| 1673.5|-159.6|  -0.1| 1780.8|-0.056|  34.2|  34.031|  54.141|102.18|  80.6| 1724.6| 1752.6|EE              |
|  0| 7.50|45600.0|  1|27.20|28.01|  35.843|  49.540|  806.445|-159.3|  -0.2|  937.6|-0.064|   7.5|  37.414|  46.089|177.08|  59.3|  858.6|  897.1|F2              |
|   |     |       |  2|28.01|28.38|  33.000|  57.000| 1673.5|-159.6|  -0.5| 1952.6|-0.103|  17.1|  34.346|  53.241|182.28|  59.5| 1767.9| 1857.7|F2F2            |
mpch= 14.51
|  1| 7.50|45600.0|  1|11.73|11.77|  35.743|  49.872|  844.189|-159.6|  -0.0|  876.1|-0.006|  14.7|  37.393|  46.218| 97.82|  56.7|  870.4|  873.1|E               |
|   |     |       |  2|11.77|11.96|  33.000|  57.000| 1673.5|-159.6|  -0.0| 1736.8|-0.009|  30.9|  34.276|  53.509| 96.67|  52.5| 1726.2| 1731.1|EE              |
|  1| 7.50|45600.0|  1|17.43|19.48|  34.926|  51.820| 1071.843|-159.5|  -0.2| 1162.4|-0.075|  30.7|  36.740|  47.565|108.58|  91.8| 1082.9| 1119.0|E               |
|   |     |       |  2|19.48|19.77|  33.000|  57.000| 1673.5|-159.6|  -0.3| 1813.4|-0.087|  49.3|  33.905|  54.476|102.62|  94.2| 1718.7| 1761.7|EE              |
|  1| 7.50|45600.0|  1|27.47|28.59|  35.860|  49.484|  800.108|-159.3|  -0.4|  942.5|-0.079|  10.4|  37.401|  46.109|172.77|  59.3|  846.2|  888.9|F2              |
|   |     |       |  2|28.59|29.30|  33.000|  57.000| 1673.5|-159.6|  -0.6| 1984.3|-0.136|  24.0|  34.332|  53.268|177.27|  57.8| 1751.7| 1854.3|F2F2            |
mpch= 10.69
|  0| 7.50|45600.0|  1|39.34|39.75|  36.819|  47.275|  541.910|-159.0|  -0.3|  722.9|-0.058|   5.0|  37.947|  44.968|191.87|  56.1|  637.3|  677.4|F2              |
|   |     |       |  2|39.75|39.62|  34.788|  52.032| 1098.0|-159.3|  -0.7| 1466.0|-0.085|  10.9|  35.766|  49.613|193.82|  59.0| 1287.1| 1371.1|F2F2            |
|   |     |       |  3|39.62|39.28|  33.000|  57.000| 1673.5|-159.6|  -0.9| 2232.6|-0.085|  17.8|  33.872|  54.463|197.49|  64.0| 1952.3| 2084.1|F2F2F2          |
mpch= 11.30
|  1| 7.50|45600.0|  1|37.95|38.52|  36.817|  47.281|  542.577|-159.0|  -0.4|  723.3|-0.065|   7.6|  37.936|  45.003|185.60|  56.2|  630.0|  669.7|F2              |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|   |     |       |  2|38.52|38.57|  34.788|  52.031| 1097.9|-159.3|  -0.7| 1468.2|-0.101|  16.8|  35.746|  49.674|187.60|  58.9| 1270.6| 1354.7|F2F2            |
|   |     |       |  3|38.57|38.41|  33.000|  57.000| 1673.5|-159.6|  -1.0| 2241.2|-0.114|  27.4|  33.850|  54.536|191.63|  64.1| 1926.3| 2060.3|F2F2F2          |
mpch= 20.67
|  0|15.50|48900.0|  1|11.56|12.56|  33.000|  57.000| 1673.479|-159.6|  -0.2| 1767.1|-0.099|   2.5|  35.662|  50.009|193.45|  62.2| 1725.1| 1746.1|F2              |
mpch= 21.23
|  1|15.50|48900.0|  1|11.34|12.43|  33.000|  57.000| 1673.479|-159.6|  -0.2| 1766.7|-0.103|   2.9|  35.659|  50.015|190.63|  62.3| 1723.6| 1744.3|F2              |
mpch= 13.04
mpch= 13.69
mpch= 10.52
mpch= 11.27
mpch= 20.67
|  0|10.50|48900.0|  1| 3.27| 3.87|  33.000|  57.000| 1673.479|-159.6|  -0.0| 1700.9|-0.013|   7.9|  35.687|  50.000|100.35|  59.1| 1695.7| 1698.3|E               |
|  0|10.50|48900.0|  1| 5.43| 7.50|  33.000|  57.000| 1673.479|-159.6|  -0.1| 1716.4|-0.056|  11.5|  35.509|  50.398|106.23|  75.6| 1695.1| 1705.9|E               |
|  0|10.50|48900.0|  1|10.58|13.11|  33.000|  57.000| 1673.479|-159.6|  -0.2| 1761.0|-0.127|   5.9|  35.611|  50.104|169.54|  63.4| 1707.7| 1734.4|F2              |
mpch= 21.23
|  1|10.50|48900.0|  1| 3.11| 3.56|  33.000|  57.000| 1673.479|-159.6|  -0.0| 1699.9|-0.010|   9.0|  35.712|  49.942| 99.03|  59.1| 1695.4| 1697.5|E               |
|  1|10.50|48900.0|  1| 6.48| 9.00|  33.000|  57.000| 1673.479|-159.6|  -0.1| 1725.6|-0.079|  15.3|  35.433|  50.566|106.92|  82.5| 1693.6| 1708.8|E               |
|  1|10.50|48900.0|  1|10.47|13.40|  33.000|  57.000| 1673.479|-159.6|  -0.3| 1764.2|-0.144|   7.5|  35.582|  50.166|165.27|  63.4| 1704.6| 1732.8|F2              |
mpch= 13.04
|  0|10.50|48900.0|  1|27.45|28.53|  35.694|  49.871|  845.344|-159.3|  -0.3|  990.6|-0.135|   2.5|  37.301|  46.299|202.81|  57.9|  925.0|  956.7|F2              |
|   |     |       |  2|28.53|28.91|  33.000|  57.000| 1673.5|-159.6|  -0.6| 1967.2|-0.194|   5.8|  34.246|  53.494|201.43|  59.1| 1831.0| 1896.9|F2F2            |
mpch= 13.69
|  1|10.50|48900.0|  1|26.65|27.79|  35.697|  49.863|  844.354|-159.3|  -0.4|  986.0|-0.137|   3.1|  37.292|  46.320|197.59|  58.1|  920.5|  950.5|F2              |
|   |     |       |  2|27.79|28.23|  33.000|  57.000| 1673.5|-159.6|  -0.7| 1961.6|-0.201|   7.3|  34.213|  53.583|195.96|  59.1| 1823.4| 1886.6|F2F2            |
mpch= 10.52
|  0|10.50|48900.0|  1|44.26|45.73|  36.541|  47.729|  597.039|-158.5|  -0.7|  877.9|-0.250|   2.4|  37.761|  45.219|238.39|  52.4|  723.2|  791.1|F2              |
|   |     |       |  2|45.73|46.45|  34.567|  52.479| 1151.2|-159.1|  -1.3| 1707.2|-0.388|   5.1|  35.493|  50.100|233.54|  62.7| 1411.6| 1541.3|F2F2            |
|   |     |       |  3|46.45|46.90|  33.000|  57.000| 1673.5|-159.6|  -1.8| 2495.9|-0.437|   7.9|  33.752|  54.728|230.42|  64.9| 2072.8| 2258.8|F2F2F2          |
|  0|10.50|48900.0|  1|48.45|51.17|  36.032|  48.645|  707.233|-158.0|  -1.2| 1150.3|-0.468|   4.3|  37.434|  45.688|258.31|  73.5|  793.4|  938.3|F2              |
|   |     |       |  2|51.17|52.17|  34.305|  53.028| 1216.4|-159.0|  -2.1| 2003.7|-0.634|   7.3|  35.114|  50.828|245.46|  76.6| 1451.0| 1677.1|F2F2            |
|   |     |       |  3|52.17|52.84|  33.000|  57.000| 1673.5|-159.6|  -2.7| 2782.0|-0.691|  10.3|  33.627|  55.003|239.88|  74.1| 2069.7| 2362.7|F2F2F2          |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
mpch= 11.27
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|0-x| fr  |  time |hop| d0  | d1  |   fi   |  teta  |   dist  |  at  |  dev |   p   |  df  |  l   |   fot  |   tot  |  rot | lsp  |   pf  |    s  |                |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
|  1|10.50|48900.0|  1|41.45|42.72|  36.630|  47.594|  580.532|-158.7|  -0.7|  823.0|-0.207|   2.7|  37.810|  45.176|224.32|  55.8|  703.3|  753.6|F2              |
|   |     |       |  2|42.72|43.32|  34.632|  52.356| 1136.5|-159.2|  -1.2| 1622.9|-0.328|   5.9|  35.558|  50.015|221.26|  61.1| 1385.0| 1485.0|F2F2            |
|   |     |       |  3|43.32|43.65|  33.000|  57.000| 1673.5|-159.6|  -1.6| 2401.1|-0.375|   9.5|  33.767|  54.722|219.76|  64.8| 2048.7| 2196.9|F2F2F2          |
mpch= 20.67
|  0| 7.50|48900.0|  1| 2.78| 2.94|  33.000|  57.000| 1673.479|-159.6|  -0.0| 1697.1|-0.005|   9.6|  35.762|  49.827| 95.43|  58.9| 1694.5| 1695.8|E               |
mpch= 21.23
|  1| 7.50|48900.0|  1| 2.72| 2.84|  33.000|  57.000| 1673.479|-159.6|  -0.0| 1696.9|-0.004|  12.1|  35.756|  49.842| 94.65|  58.7| 1694.3| 1695.5|E               |
mpch= 13.04
|  0| 7.50|48900.0|  1|24.81|26.41|  35.726|  49.774|  834.218|-159.2|  -0.3|  953.2|-0.121|   4.8|  37.321|  46.243|179.33|  58.4|  895.1|  923.6|F2              |
|   |     |       |  2|26.41|27.41|  33.000|  57.000| 1673.5|-159.6|  -0.7| 1923.4|-0.206|  11.6|  34.263|  53.425|179.39|  58.4| 1787.3| 1854.0|F2F2            |
mpch= 13.69
|  1| 7.50|48900.0|  1|24.55|26.44|  35.730|  49.742|  830.772|-159.2|  -0.4|  954.0|-0.137|   6.7|  37.295|  46.283|175.07|  58.8|  887.2|  917.2|F2              |
|   |     |       |  2|26.44|27.75|  33.000|  57.000| 1673.5|-159.6|  -0.8| 1938.1|-0.244|  16.3|  34.247|  53.450|174.61|  56.8| 1775.9| 1848.4|F2F2            |
mpch= 10.52
|  0| 7.50|48900.0|  1|37.65|38.92|  36.690|  47.485|  567.419|-158.7|  -0.5|  745.1|-0.136|   3.2|  37.867|  45.076|196.91|  56.1|  669.1|  704.7|F2              |
|   |     |       |  2|38.92|39.56|  34.679|  52.244| 1123.3|-159.2|  -0.9| 1484.2|-0.226|   7.2|  35.633|  49.847|195.31|  58.9| 1325.9| 1400.1|F2F2            |
|   |     |       |  3|39.56|39.90|  33.000|  57.000| 1673.5|-159.6|  -1.3| 2220.4|-0.276|  12.1|  33.797|  54.630|195.44|  63.9| 1974.1| 2089.6|F2F2F2          |
mpch= 11.27
|  1| 7.50|48900.0|  1|36.16|37.55|  36.686|  47.491|  568.154|-158.7|  -0.6|  741.8|-0.142|   4.7|  37.843|  45.131|190.27|  56.2|  663.1|  696.7|F2              |
|   |     |       |  2|37.55|38.33|  34.676|  52.247| 1123.8|-159.2|  -1.0| 1479.0|-0.240|  10.9|  35.611|  49.905|188.86|  58.8| 1312.2| 1383.4|F2F2            |
|   |     |       |  3|38.33|38.81|  33.000|  57.000| 1673.5|-159.6|  -1.4| 2216.2|-0.303|  18.4|  33.777|  54.694|189.27|  63.8| 1951.8| 2064.5|F2F2F2          |
+---+-----+-------+---+-----+-----+--------+--------+---------+------+------+-------+------+------+--------+--------+------+------+-------+-------+----------------+
